Accession,Source Type,Source Date,Geography,Is Origin?,Elevation (meters),Latitude,Longitude,Uncertainty,Taxon
PI 570991,Collection source event,,Sudan,Y,425,8.766667,27.400001,,Sorghum bicolor subsp. bicolor
PI 571004,Collection source event,,"Sudan, Kordofan",Y,528,11.016667,29.716667,,Sorghum bicolor subsp. bicolor
PI 571022,Collection source event,,"Sudan, Kordofan",Y,689,11.144169,30.181096,,Sorghum bicolor subsp. bicolor
PI 330287,Collection source event,Sep-67,Eritrea,Y,586,15.1,36.65,,Sorghum spp.
PI 197242,Collection source event,Feb-51,"Ethiopia, H?rer? Hizb",Y,,9.3,42.13,,Sorghum bicolor subsp. bicolor
PI 591025,Collection source event,1/7/1995,Nigeria,Y,,14.25972222,-12.25888889,,Sorghum bicolor subsp. bicolor
PI 591026,Collection source event,1/10/1995,Nigeria,Y,,14.25972222,-12.25972222,,Sorghum bicolor subsp. bicolor
PI 591027,Collection source event,1/7/1995,Nigeria,Y,,14.25888889,-12.25972222,,Sorghum bicolor subsp. bicolor
PI 591028,Collection source event,1/7/1995,Nigeria,Y,,14.25972222,-12.25888889,,Sorghum bicolor subsp. bicolor
PI 591029,Collection source event,1/7/1995,Nigeria,Y,,14.25972222,-12.25888889,,Sorghum bicolor subsp. bicolor
PI 591030,Collection source event,1/7/1995,Nigeria,Y,,14.25972222,-12.25888889,,Sorghum bicolor subsp. bicolor
PI 591031,Collection source event,1/7/1995,Nigeria,Y,,14.25972222,-12.25888889,,Sorghum bicolor subsp. bicolor
PI 591032,Collection source event,1/7/1995,Nigeria,Y,,14.25972222,-12.25888889,,Sorghum bicolor subsp. bicolor
PI 591042,Collection source event,,Burkina Faso,Y,,0.04666667,-14.06083333,,Sorghum bicolor subsp. bicolor
PI 592630,Collection source event,3/18/1994,"Australia, Northern Territory",Y,42,-13.15583333,131.105,,Sorghum intrans
PI 592632,Collection source event,3/18/1994,"Australia, Northern Territory",Y,140,-12.6775,131.0791667,,Sorghum exstans
PI 592633,Collection source event,3/19/1994,"Australia, Northern Territory",Y,35,-12.85111111,131.5866667,,Sorghum intrans
PI 592635,Collection source event,3/19/1994,"Australia, Northern Territory",Y,70,-12.71444444,132.4002778,,Sorghum brachypodum
PI 592636,Collection source event,3/19/1994,"Australia, Northern Territory",Y,94,-12.67666667,132.8433333,,Sorghum brachypodum
PI 592638,Collection source event,3/27/1994,"Australia, Northern Territory",Y,136,-16.11527778,130.9583333,,Sorghum timorense
PI 592716,Collection source event,5/18/1995,Australia,Y,,-14.1475,143.2505556,,Sorghum angustum
PI 592717,Collection source event,5/19/1995,Australia,Y,,-14.39861111,143.3625,,Sorghum angustum
PI 592718,Collection source event,5/19/1995,Australia,Y,,-14.94916667,143.5555556,,Sorghum angustum
PI 592642,Collection source event,4/12/1994,"Australia, Queensland",Y,82,-18.76944444,140.5069444,,Sorghum timorense
PI 592644,Collection source event,4/12/1994,"Australia, Queensland",Y,40,-18.21222222,139.8638889,,Sorghum timorense
PI 592646,Collection source event,4/14/1994,"Australia, Queensland",Y,20,-17.96916667,139.1094444,,Sorghum plumosum
PI 592650,Collection source event,4/15/1994,"Australia, Northern Territory",Y,4,-16.71861111,138.26,,Sorghum plumosum
PI 592651,Collection source event,4/15/1994,"Australia, Northern Territory",Y,121,-16.78361111,138.1686111,,Sorghum laxiflorum
PI 592656,Collection source event,4/15/1994,"Australia, Northern Territory",Y,50,-16.07944444,136.3169444,,Sorghum matarankense
PI 592659,Collection source event,4/17/1994,"Australia, Northern Territory",Y,41,-16.07944444,136.3075,,Sorghum matarankense
PI 592662,Collection source event,4/17/1994,"Australia, Northern Territory",Y,12,-16.6475,135.8494444,,Sorghum laxiflorum
PI 592670,Collection source event,4/21/1994,"Australia, Queensland",Y,419,-20.87861111,144.5130556,,Sorghum plumosum
PI 592671,Collection source event,4/21/1994,"Australia, Queensland",Y,549,-20.65527778,145.2672222,,Sorghum plumosum
PI 592609,Collection source event,3/15/1994,"Australia, Western Australia",Y,380,-18.53583333,127.2772222,,Sorghum stipoideum
PI 592618,Collection source event,3/17/1994,"Australia, Western Australia",Y,179,-16.00472222,128.9711111,,Sorghum bulbosum
PI 592621,Collection source event,3/17/1994,"Australia, Western Australia",Y,81,-16.00444444,129.4816667,,Sorghum bulbosum
PI 592622,Collection source event,3/17/1994,"Australia, Northern Territory",Y,62,-15.87694444,129.8694444,,Sorghum bulbosum
PI 592623,Collection source event,3/17/1994,"Australia, Northern Territory",Y,67,-15.80166667,129.9669444,,Sorghum plumosum
PI 592624,Collection source event,3/17/1994,"Australia, Northern Territory",Y,85,-15.59583333,130.3194444,,Sorghum bulbosum
PI 592696,Collection source event,4/2/1995,Australia,Y,,-11.64027778,130.6316667,,Sorghum exstans
PI 592700,Collection source event,4/4/1995,Australia,Y,116,-14.43916667,132.2752778,,Sorghum ecarinatum
PI 592705,Collection source event,5/15/1995,Australia,Y,,-15.30777778,144.8133333,,Sorghum angustum
PI 592707,Collection source event,5/15/1995,Australia,Y,,-15.37555556,144.11,,Sorghum angustum
PI 592708,Collection source event,5/15/1995,Australia,Y,,-15.02388889,144.6633333,,Sorghum laxiflorum
PI 592709,Collection source event,5/16/1995,Australia,Y,,-14.53111111,143.4283333,,Sorghum angustum
PI 592710,Collection source event,5/16/1995,Australia,Y,,-13.62416667,143.0622222,,Sorghum laxiflorum
PI 592711,Collection source event,5/16/1995,Australia,Y,,-13.62416667,143.0622222,,Sorghum angustum
PI 592712,Collection source event,5/16/1995,Australia,Y,,-13.45833333,142.9611111,,Sorghum angustum
PI 592640,Collection source event,4/12/1994,"Australia, Queensland",Y,23,-17.76277778,140.9166667,,Sorghum timorense
PI 592562,Collection source event,4/4/1995,Australia,Y,,-14.40944444,132.1975,,Sorghum macrospermum
PI 592570,Collection source event,3/12/1994,"Australia, Northern Territory",Y,231,-14.55277778,133.0116667,,Sorghum exstans
PI 592573,Collection source event,3/12/1994,"Australia, Northern Territory",Y,99,-15.10361111,133.075,,Sorghum plumosum
PI 592584,Collection source event,3/13/1994,"Australia, Northern Territory",Y,192,-15.1425,131.6811111,,Sorghum bulbosum
PI 592585,Collection source event,3/13/1994,"Australia, Northern Territory",Y,133,-15.58888889,131.275,,Sorghum bulbosum
PI 592586,Collection source event,3/13/1994,"Australia, Northern Territory",Y,81,-15.59138889,130.9861111,,Sorghum plumosum
PI 592588,Collection source event,3/13/1994,"Australia, Northern Territory",Y,84,-15.95861111,129.5608333,,Sorghum interjectum
PI 592589,Collection source event,3/13/1994,"Australia, Western Australia",Y,176,-16.11777778,128.7377778,,Sorghum bulbosum
PI 592593,Collection source event,3/14/1994,"Australia, Western Australia",Y,96,-15.76944444,128.6461111,,Sorghum interjectum
PI 592601,Collection source event,3/15/1994,"Australia, Western Australia",Y,108,-16.17833333,128.3802778,,Sorghum plumosum
PI 248262,Collection source event,,"India, Andhra Pradesh",Y,30,16.3,80.45,,Sorghum bicolor subsp. bicolor
PI 282852,Collection source event,,"Chad, Logone-Occidental",Y,,9,16,2000,Sorghum bicolor subsp. bicolor
PI 282854,Collection source event,,"Chad, Logone-Occidental",Y,,9,16,2000,Sorghum bicolor subsp. bicolor
PI 683466,Collection source event,,"Ethiopia, Ilubabor",Y,500,8.27,34.66,,Sorghum bicolor subsp. bicolor
PI 665156,Collection source event,,"India, Madhya Pradesh",Y,,19.2,81.93,,Sorghum bicolor subsp. bicolor
PI 665158,Collection source event,,"India, Haryana",Y,,29.72,77.08,,Sorghum bicolor subsp. bicolor
PI 665165,Collection source event,,"Ethiopia, Ilubabor",Y,514,8.24,34.58,,Sorghum bicolor subsp. bicolor
PI 665167,Collection source event,,"Ethiopia, Ilubabor",Y,500,8.27,34.66,,Sorghum bicolor subsp. bicolor
PI 665169,Collection source event,,"Ethiopia, Ilubabor",Y,510,7.918,34.449,,Sorghum bicolor subsp. bicolor
PI 665168,Collection source event,,"Ethiopia, Ilubabor",Y,500,8.27,34.66,,Sorghum bicolor subsp. bicolor
PI 665166,Collection source event,,"Ethiopia, Ilubabor",Y,514,8.24,34.58,,Sorghum bicolor subsp. bicolor
PI 607402,Collection source event,,China,Y,,42.83333333,120.7166667,2000,Sorghum bicolor subsp. bicolor
PI 607403,Collection source event,,China,Y,,42.83333333,120.7166667,2000,Sorghum bicolor subsp. bicolor
PI 607404,Collection source event,,"China, Heilongjiang Sheng",Y,,46.26222222,126.2855556,,Sorghum bicolor subsp. bicolor
PI 607405,Collection source event,,"China, Shanxi Sheng",Y,,37.9,113.1333333,2000,Sorghum bicolor subsp. bicolor
PI 607406,Collection source event,,"China, Shanxi Sheng",Y,,39.56666667,113.1833333,2000,Sorghum bicolor subsp. bicolor
PI 607407,Collection source event,,"China, Heilongjiang Sheng",Y,,45.98333333,126.6,2000,Sorghum spp.
PI 607408,Collection source event,,"China, Heilongjiang Sheng",Y,,45.98333333,126.6,2000,Sorghum bicolor subsp. bicolor
PI 668764,Collection source event,,"India, Andhra Pradesh",Y,,15.73,79.28,,Sorghum bicolor subsp. bicolor
PI 659675,Collection source event,9/17/2007,Georgia,Y,477,41.99972222,45.71055556,,Sorghum bicolor subsp. bicolor
PI 248273,Collection source event,,"India, Gujarat",Y,,21.6,72.54,,Sorghum bicolor subsp. bicolor
PI 659694,Collection source event,6/27/1975,"India, Andhra Pradesh",Y,,17.2399997,78.19000244,,Sorghum bicolor subsp. bicolor
PI 661147,Collection source event,,"Kenya, Nyanza",Y,,-0.46,34.45,,Sorghum bicolor subsp. bicolor
PI 663958,Collection source event,9/13/2011,"United States, Georgia",Y,205,32.891667,-84.327167,,Sorghum halepense
PI 663959,Collection source event,9/13/2011,"United States, Alabama",Y,168,32.477333,-85.452333,,Sorghum halepense
PI 663960,Collection source event,9/13/2011,"United States, Alabama",Y,116,32.3815,-85.303333,,Sorghum halepense
PI 663961,Collection source event,9/13/2011,"United States, Alabama",Y,105,32.233167,-85.4465,,Sorghum halepense
PI 663962,Collection source event,9/13/2011,"United States, Alabama",Y,89,32.082667,-86.445333,,Sorghum halepense
PI 663963,Collection source event,9/14/2011,"United States, Alabama",Y,44,32.415167,-87.039667,,Sorghum halepense
PI 663964,Collection source event,9/14/2011,"United States, Alabama",Y,73,32.443,-87.220333,,Sorghum halepense
PI 663965,Collection source event,9/14/2011,"United States, Alabama",Y,42,32.224667,-88.158167,,Sorghum halepense
PI 663966,Collection source event,9/14/2011,"United States, Florida",Y,96,30.903667,-86.4905,,Sorghum halepense
PI 663967,Collection source event,9/15/2011,"United States, Florida",Y,34,30.431667,-84.991833,,Sorghum halepense
PI 663968,Collection source event,9/15/2011,"United States, Florida",Y,68,30.552,-84.677,,Sorghum halepense
PI 663969,Collection source event,9/16/2011,"United States, Georgia",Y,79,30.836667,-83.943,,Sorghum halepense
PI 663970,Collection source event,9/16/2011,"United States, Florida",Y,-1,30.836667,-83.944333,,Sorghum halepense
PI 663971,Collection source event,9/17/2011,"United States, Florida",Y,18,30.836667,-82.456,,Sorghum halepense
PI 663972,Collection source event,9/18/2011,"United States, Georgia",Y,82,32.205,-82.3635,,Sorghum halepense
PI 663973,Collection source event,9/18/2011,"United States, South Carolina",Y,27,32.9495,-81.48,,Sorghum halepense
PI 663974,Collection source event,9/18/2011,"United States, South Carolina",Y,71,33.166,-81.387667,,Sorghum halepense
PI 663975,Collection source event,9/19/2011,"United States, South Carolina",Y,126,34.030667,-81.588333,,Sorghum halepense
PI 663976,Collection source event,9/19/2011,"United States, South Carolina",Y,179,34.198167,-81.449833,,Sorghum halepense
PI 663977,Collection source event,9/19/2011,"United States, South Carolina",Y,46,33.861667,-80.860167,,Sorghum halepense
PI 663978,Collection source event,9/19/2011,"United States, South Carolina",Y,78,33.686833,-80.701833,,Sorghum halepense
PI 663979,Collection source event,9/19/2011,"United States, South Carolina",Y,77,33.290667,-81.337333,,Sorghum halepense
PI 663980,Collection source event,9/19/2011,"United States, Georgia",Y,194,33.525,-83.444167,,Sorghum halepense
PI 663981,Collection source event,9/20/2011,"United States, Georgia",Y,221,34.448333,-84.836833,,Sorghum halepense
PI 663982,Collection source event,9/20/2011,"United States, Georgia",Y,229,34.4655,-84.6995,,Sorghum halepense
PI 663983,Collection source event,9/20/2011,"United States, Alabama",Y,167,33.963167,-85.939167,,Sorghum halepense
PI 663984,Collection source event,9/20/2011,"United States, Alabama",Y,234,33.175,-85.386833,,Sorghum halepense
PI 663985,Collection source event,9/21/2011,"United States, Georgia",Y,221,33.033333,-85.103833,,Sorghum halepense
PI 663986,Collection source event,9/21/2011,"United States, Alabama",Y,277,34.277833,-86.889833,,Sorghum halepense
PI 663987,Collection source event,9/22/2011,"United States, Alabama",Y,187,34.648333,-87.1055,,Sorghum halepense
PI 663988,Collection source event,9/22/2011,"United States, Alabama",Y,209,34.752167,-86.959,,Sorghum halepense
PI 663989,Collection source event,9/28/2011,"United States, Georgia",Y,96,31.765333,-83.245333,,Sorghum halepense
PI 663990,Collection source event,9/30/2011,"United States, Georgia",Y,282,33.2685,-84.308167,,Sorghum halepense
Grif 17370,Collection source event,9/17/2011,"United States, Florida",Y,23,29.266667,-82.173,,Sorghum halepense
PI 664550,Collection source event,10/22/2011,"United States, Nebraska",Y,388,40.494167,-96.557333,,Sorghum halepense
PI 664551,Collection source event,10/26/2011,"United States, Georgia",Y,306,33.538,-84.633333,,Sorghum halepense
PI 664552,Collection source event,10/26/2011,"United States, Georgia",Y,275,33.384667,-84.673167,,Sorghum halepense
Grif 17372,Collection source event,9/18/2011,"United States, Florida",Y,85,31.501833,-83.238667,,Sorghum halepense
PI 664957,Collection source event,,India,Y,2,9.38,78.83,,Sorghum bicolor subsp. bicolor
PI 664960,Collection source event,,"India, Karnataka",Y,455,17.33,76.83,,Sorghum bicolor subsp. bicolor
PI 664961,Collection source event,,"India, Gujarat",Y,80,22.3,73.2,,Sorghum bicolor subsp. bicolor
PI 668575,Collection source event,,"India, Bihar",Y,,26.08,85.53,,Sorghum bicolor subsp. bicolor
PI 668577,Collection source event,,"Nigeria, Niger",Y,,10.7,4.58,,Sorghum bicolor subsp. bicolor
PI 668578,Collection source event,,Nigeria,Y,,11.4,4.11,,Sorghum bicolor subsp. bicolor
PI 668579,Collection source event,,"India, Andhra Pradesh",Y,220,19.68,78.54,,Sorghum bicolor subsp. bicolor
PI 668580,Collection source event,,"India, Tamil Nadu",Y,,10.97,78.91,,Sorghum bicolor subsp. bicolor
PI 668581,Collection source event,,"India, Uttar Pradesh",Y,,25.45,82.41,,Sorghum bicolor subsp. bicolor
PI 668582,Collection source event,,"India, Uttar Pradesh",Y,,26.8,82.72,,Sorghum bicolor subsp. bicolor
PI 668583,Collection source event,,"India, Haryana",Y,220,28.9,76.56,,Sorghum bicolor subsp. bicolor
PI 668584,Collection source event,,"India, Haryana",Y,220,29.8,76.38,,Sorghum bicolor subsp. bicolor
PI 668585,Collection source event,,"India, Haryana",Y,220,29.8,76.38,,Sorghum bicolor subsp. bicolor
PI 668586,Collection source event,,"India, Haryana",Y,220,29.8,76.38,,Sorghum bicolor subsp. bicolor
PI 668593,Collection source event,,"India, Karnataka",Y,455,17.33,76.83,,Sorghum bicolor subsp. bicolor
PI 668594,Collection source event,,"India, Andhra Pradesh",Y,,18.03,78.27,,Sorghum bicolor subsp. bicolor
PI 668595,Collection source event,,"India, Karnataka",Y,590,16.82,75.72,,Sorghum bicolor subsp. bicolor
PI 668596,Collection source event,,"India, Karnataka",Y,679,15.47,75.02,,Sorghum bicolor subsp. bicolor
PI 668597,Collection source event,,"India, Gujarat",Y,,24.08,70.16,,Sorghum bicolor subsp. bicolor
PI 668600,Collection source event,,"Uganda, Eastern, Soroti",Y,,1.83,33.5,,Sorghum bicolor subsp. bicolor
PI 668639,Collection source event,,"Nigeria, Kaduna",Y,,9.75,8.38,,Sorghum bicolor subsp. bicolor
PI 668665,Collection source event,,Sudan,Y,,13.54,35.13,,Sorghum bicolor subsp. bicolor
PI 668666,Collection source event,,Sudan,Y,,14.23,35.52,,Sorghum bicolor subsp. bicolor
PI 668694,Collection source event,,Malawi,Y,,-15.81,35.06,,Sorghum bicolor subsp. bicolor
PI 668697,Collection source event,,"India, Karnataka",Y,590,16.82,75.72,,Sorghum bicolor subsp. bicolor
PI 668698,Collection source event,,"India, Bihar",Y,51,25.58,85.25,,Sorghum bicolor subsp. bicolor
PI 668699,Collection source event,,"India, Bihar",Y,60,26.11,85.4,,Sorghum bicolor subsp. bicolor
PI 668700,Collection source event,,"India, Bihar",Y,,24.35,87.32,,Sorghum bicolor subsp. bicolor
PI 668701,Collection source event,,"India, Bihar",Y,,25.25,87,,Sorghum bicolor subsp. bicolor
PI 668702,Collection source event,,"India, Madhya Pradesh",Y,675,22.07,78.93,,Sorghum bicolor subsp. bicolor
PI 668703,Collection source event,,"India, Jammu and Kashmir",Y,,32.71,74.85,,Sorghum bicolor subsp. bicolor
PI 668704,Collection source event,,"India, Punjab",Y,250,30.9,75.85,,Sorghum bicolor subsp. bicolor
PI 668705,Collection source event,,"India, Punjab",Y,250,30.9,75.85,,Sorghum bicolor subsp. bicolor
PI 668706,Collection source event,,"India, Uttar Pradesh",Y,,27.4,79.56,,Sorghum bicolor subsp. bicolor
PI 668707,Collection source event,,"India, Haryana",Y,,30.36,76.8,,Sorghum bicolor subsp. bicolor
PI 668708,Collection source event,,"India, Punjab",Y,230,30.23,75.83,,Sorghum bicolor subsp. bicolor
PI 668709,Collection source event,,"India, Punjab",Y,230,30.23,75.83,,Sorghum bicolor subsp. bicolor
PI 668710,Collection source event,,"India, Haryana",Y,215,29.5,75.45,,Sorghum bicolor subsp. bicolor
PI 668711,Collection source event,,"India, Haryana",Y,220,28.47,77.03,,Sorghum bicolor subsp. bicolor
PI 668712,Collection source event,,"India, Haryana",Y,220,28.9,76.56,,Sorghum bicolor subsp. bicolor
PI 668713,Collection source event,,"India, Haryana",Y,220,29.8,76.38,,Sorghum bicolor subsp. bicolor
PI 666144,Collection source event,,"Nigeria, Kaduna",Y,,11.33,7.38,,Sorghum bicolor subsp. bicolor
PI 666145,Collection source event,,"India, Karnataka",Y,860,13.35,77.38,,Sorghum bicolor subsp. bicolor
PI 666147,Collection source event,,"India, Madhya Pradesh",Y,443,23.42,76.29,,Sorghum bicolor subsp. bicolor
PI 668756,Collection source event,,"Sudan, Eastern",Y,580,14.04,35.22,,Sorghum bicolor subsp. bicolor
PI 668757,Collection source event,,"Ethiopia, Gemu Gefa",Y,1847,5.29,37.35,,Sorghum bicolor subsp. bicolor
PI 668766,Collection source event,,"India, Gujarat",Y,40,21.76,72.14,,Sorghum bicolor subsp. bicolor
PI 668767,Collection source event,,"India, Gujarat",Y,40,21.76,72.14,,Sorghum bicolor subsp. bicolor
PI 668769,Collection source event,,"India, Maharashtra",Y,,17.73,74.25,,Sorghum bicolor subsp. bicolor
PI 668770,Collection source event,,"India, Maharashtra",Y,,17.73,74.25,,Sorghum bicolor subsp. bicolor
PI 668771,Collection source event,,"India, Maharashtra",Y,,17.73,74.25,,Sorghum bicolor subsp. bicolor
PI 668772,Collection source event,,"India, Maharashtra",Y,,18.29,77.03,,Sorghum bicolor subsp. bicolor
PI 668773,Collection source event,,"India, Maharashtra",Y,310,21.08,79.03,,Sorghum bicolor subsp. bicolor
PI 668774,Collection source event,,"India, Maharashtra",Y,,20.18,76.86,,Sorghum bicolor subsp. bicolor
PI 668775,Collection source event,,"India, Maharashtra",Y,,20.18,76.86,,Sorghum bicolor subsp. bicolor
PI 668776,Collection source event,,"India, Andhra Pradesh",Y,,14.27,79.59,,Sorghum bicolor subsp. bicolor
PI 668777,Collection source event,,"India, Andhra Pradesh",Y,,14.27,79.59,,Sorghum bicolor subsp. bicolor
